age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
24,technician,single,university.degree,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
39,unemployed,married,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
47,retired,married,basic.4y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
33,technician,married,professional.course,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
34,blue-collar,married,professional.course,no,yes,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
42,technician,divorced,professional.course,no,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
34,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,0
33,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
37,management,married,university.degree,no,yes,no,cellular,jul,fri,1,6,1,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,1
33,blue-collar,married,basic.9y,no,no,yes,telephone,jul,mon,1,999,0,nonexistent,-1.7,94.215,-40.3,0.8270000000000001,4991.6,0
36,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
42,admin.,single,university.degree,no,no,no,cellular,aug,mon,3,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,0
42,blue-collar,divorced,basic.9y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
36,technician,single,professional.course,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
46,services,married,basic.9y,no,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
35,admin.,divorced,high.school,no,no,no,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
30,technician,married,high.school,no,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
35,technician,single,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
35,management,single,high.school,no,yes,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
77,management,married,basic.4y,no,yes,no,cellular,aug,fri,1,3,6,success,-1.7,94.027,-38.3,0.905,4991.6,1
39,technician,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
37,admin.,single,high.school,no,yes,no,telephone,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
31,admin.,single,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
57,self-employed,married,university.degree,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
33,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
34,technician,married,basic.9y,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
32,admin.,single,high.school,no,no,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
35,student,single,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
30,student,single,basic.6y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
44,blue-collar,married,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,0
50,admin.,married,basic.9y,no,no,no,cellular,aug,thu,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
40,technician,single,university.degree,no,no,no,cellular,nov,mon,1,7,2,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
31,blue-collar,single,high.school,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
39,services,married,high.school,no,yes,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
37,admin.,married,high.school,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
41,housemaid,single,basic.4y,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
50,technician,married,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
35,services,married,professional.course,no,yes,no,cellular,apr,thu,2,6,1,success,-1.8,93.749,-34.6,0.644,5008.7,1
33,management,married,university.degree,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
54,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,1
27,services,single,high.school,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,1
52,management,married,professional.course,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
32,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,0
27,admin.,married,professional.course,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
39,blue-collar,single,basic.9y,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
34,entrepreneur,married,university.degree,no,no,yes,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
32,admin.,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
42,technician,married,professional.course,no,no,no,cellular,aug,wed,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.879,5076.2,0
42,admin.,married,high.school,no,no,no,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,1
37,management,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
27,admin.,single,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,0
49,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
35,admin.,married,university.degree,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
22,blue-collar,single,basic.9y,no,yes,no,telephone,jul,mon,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
45,housemaid,divorced,university.degree,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
29,blue-collar,married,high.school,no,yes,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
59,technician,married,professional.course,no,yes,no,telephone,aug,wed,3,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,0
55,retired,divorced,basic.6y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
41,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
50,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
46,entrepreneur,married,university.degree,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
32,services,married,high.school,no,yes,yes,telephone,may,wed,9,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
54,admin.,married,university.degree,no,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
29,technician,married,university.degree,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,0
33,admin.,married,university.degree,no,no,no,cellular,apr,thu,6,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,0
27,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
25,student,single,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.041,4963.6,1
34,technician,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1
35,admin.,married,high.school,no,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
34,technician,single,university.degree,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
33,blue-collar,single,basic.4y,no,no,yes,cellular,may,tue,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
54,self-employed,married,high.school,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
30,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0
40,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
34,housemaid,divorced,university.degree,no,yes,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
59,retired,married,university.degree,no,yes,no,cellular,aug,thu,18,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
25,admin.,single,university.degree,no,yes,no,cellular,sep,thu,1,1,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,0
42,blue-collar,single,basic.4y,no,no,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
33,technician,married,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
50,blue-collar,married,basic.4y,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
33,management,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
41,technician,married,professional.course,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
36,management,married,university.degree,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
44,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
57,retired,married,basic.4y,no,yes,yes,telephone,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
40,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
42,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
41,self-employed,single,university.degree,no,yes,yes,telephone,may,wed,17,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
33,services,married,professional.course,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
32,technician,single,high.school,no,no,no,telephone,jul,wed,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
29,technician,single,university.degree,no,no,no,cellular,jun,thu,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
35,technician,single,basic.9y,no,no,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0
35,admin.,married,university.degree,no,yes,no,cellular,sep,wed,2,18,2,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6,0
86,retired,married,high.school,no,yes,yes,cellular,sep,tue,1,7,4,success,-1.1,94.199,-37.5,0.877,4963.6,1
45,admin.,married,university.degree,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
34,technician,married,professional.course,no,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
41,technician,married,professional.course,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,1
50,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
42,technician,married,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
42,services,married,university.degree,no,no,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1
31,housemaid,single,high.school,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
31,admin.,single,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
43,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
44,admin.,single,high.school,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
41,retired,single,basic.4y,no,yes,no,cellular,oct,fri,1,999,0,nonexistent,-1.1,94.601,-49.5,0.9420000000000001,4963.6,0
31,admin.,single,university.degree,no,no,no,telephone,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,0
59,admin.,married,university.degree,no,yes,yes,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
37,management,divorced,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
27,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
46,self-employed,married,basic.6y,no,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
30,admin.,married,high.school,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,0
31,unemployed,single,basic.4y,no,no,no,cellular,nov,fri,8,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
56,management,married,university.degree,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
52,services,married,high.school,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
30,technician,married,professional.course,no,yes,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,0
34,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
31,admin.,married,high.school,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1
33,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1,12,1,success,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6,1
33,admin.,single,university.degree,no,yes,yes,telephone,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
30,technician,single,university.degree,no,yes,no,cellular,aug,mon,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
24,technician,single,professional.course,no,no,no,telephone,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
41,blue-collar,married,basic.4y,no,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
26,admin.,married,high.school,no,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
40,admin.,married,basic.9y,no,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
45,housemaid,single,basic.4y,no,no,no,telephone,sep,mon,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,1
42,admin.,married,university.degree,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
41,technician,married,high.school,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
56,management,divorced,basic.9y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
25,technician,single,high.school,no,yes,no,cellular,may,fri,3,999,2,failure,-1.8,93.876,-40.0,0.6990000000000001,5008.7,0
25,blue-collar,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
33,admin.,single,high.school,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
34,technician,married,basic.9y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
36,technician,single,high.school,no,yes,no,cellular,jul,wed,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2,0
75,retired,married,university.degree,no,yes,no,cellular,jul,thu,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,1
38,management,married,university.degree,no,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
28,student,single,high.school,no,yes,no,cellular,aug,thu,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,0
56,retired,married,basic.4y,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
58,blue-collar,married,professional.course,no,no,no,telephone,jun,fri,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
30,blue-collar,single,basic.4y,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
48,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
30,admin.,married,high.school,no,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,0
43,admin.,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
33,admin.,single,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
36,technician,married,basic.6y,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
54,retired,single,high.school,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
29,blue-collar,single,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,0
28,admin.,single,university.degree,no,yes,yes,cellular,dec,fri,6,999,1,failure,-3.0,92.713,-33.0,0.71,5023.5,0
45,blue-collar,married,basic.9y,no,yes,no,cellular,apr,tue,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0
55,retired,divorced,professional.course,no,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
29,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
31,technician,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
34,technician,married,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
25,technician,divorced,university.degree,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
35,blue-collar,married,basic.9y,no,yes,no,cellular,dec,thu,1,4,3,success,-3.0,92.713,-33.0,0.7070000000000001,5023.5,0
49,technician,married,basic.9y,no,yes,no,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
36,admin.,married,university.degree,no,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
29,technician,single,university.degree,no,yes,yes,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
30,admin.,single,high.school,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
47,admin.,single,university.degree,no,yes,no,cellular,jun,mon,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,1
32,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
34,technician,single,professional.course,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
34,admin.,single,university.degree,no,no,no,cellular,may,fri,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
39,technician,married,professional.course,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
47,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,6,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
32,technician,married,high.school,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
29,technician,single,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
57,retired,married,university.degree,no,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
49,management,married,high.school,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
42,technician,married,professional.course,no,yes,no,cellular,jul,thu,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0
51,entrepreneur,divorced,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
47,blue-collar,divorced,basic.9y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
53,technician,married,professional.course,no,yes,no,telephone,mar,mon,5,999,2,failure,-1.8,93.369,-34.8,0.6459999999999999,5008.7,0
23,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1,999,2,failure,-1.7,94.215,-40.3,0.8809999999999999,4991.6,0
30,student,single,high.school,no,no,no,cellular,aug,thu,1,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,0
42,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
38,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
29,admin.,married,university.degree,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
44,housemaid,married,basic.4y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
28,technician,single,professional.course,no,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,0
29,technician,single,professional.course,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
40,admin.,single,high.school,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
54,management,married,university.degree,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
55,services,married,high.school,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
52,services,married,professional.course,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,admin.,married,high.school,no,no,no,cellular,aug,fri,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
23,admin.,single,university.degree,no,yes,yes,telephone,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
34,technician,married,professional.course,no,yes,yes,cellular,nov,thu,7,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
54,admin.,single,university.degree,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
50,housemaid,divorced,basic.4y,no,no,no,telephone,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,0
30,services,single,high.school,no,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
27,blue-collar,married,basic.9y,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
32,admin.,divorced,university.degree,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
54,technician,married,university.degree,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
40,blue-collar,married,basic.4y,no,yes,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
50,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
35,technician,single,professional.course,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
26,admin.,single,university.degree,no,yes,no,cellular,sep,tue,1,999,1,failure,-1.1,94.199,-37.5,0.8809999999999999,4963.6,0
45,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
50,technician,married,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
