age,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
31,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
29,cellular,may,wed,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
38,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
24,cellular,mar,wed,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1
34,cellular,may,thu,11,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
27,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
32,cellular,may,fri,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
36,telephone,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
46,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
47,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
37,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
31,cellular,may,thu,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1
36,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
30,cellular,sep,fri,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6
32,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8
54,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
54,cellular,may,mon,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1
31,telephone,may,tue,13,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
45,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,cellular,apr,tue,8,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
26,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1
31,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
31,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
29,telephone,may,mon,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
49,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
26,cellular,may,tue,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
43,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
56,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
29,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
31,cellular,nov,wed,5,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8
50,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
37,telephone,jul,tue,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1
42,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
35,cellular,nov,wed,1,3,1,success,-0.1,93.2,-42.0,4.12,5195.8
37,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8
30,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
33,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
36,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
46,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
26,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
38,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
54,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1
43,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
57,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1
27,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
35,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
28,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
43,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
34,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
67,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5
48,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
27,cellular,may,mon,1,1,1,success,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
25,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
49,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
36,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
45,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
53,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
50,telephone,jun,mon,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
31,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
46,cellular,may,wed,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
36,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
31,cellular,may,thu,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1
44,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
31,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50,cellular,aug,tue,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2
48,cellular,aug,wed,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6
37,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
50,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
47,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
41,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
32,telephone,jun,mon,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,telephone,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2
46,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
38,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
38,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
27,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
28,cellular,nov,wed,3,999,2,failure,-1.1,94.76700000000001,-50.8,1.048,4963.6
29,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
47,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
40,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
38,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
42,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
30,cellular,jul,wed,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
36,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
47,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
33,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6
54,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
32,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
32,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
38,telephone,may,wed,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
38,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
26,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
27,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
38,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2
32,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
35,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
51,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
60,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
28,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
52,cellular,aug,tue,1,10,4,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2
36,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
28,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
32,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
50,cellular,dec,mon,1,999,1,failure,-3.0,92.713,-33.0,0.7170000000000001,5023.5
35,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
58,cellular,dec,thu,1,999,1,failure,-3.0,92.713,-33.0,0.72,5023.5
32,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35,cellular,may,mon,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
26,cellular,may,thu,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
47,cellular,apr,tue,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1
29,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
37,cellular,may,tue,1,2,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1
32,telephone,jul,wed,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
46,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
36,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,cellular,jun,thu,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
31,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
29,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
29,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
31,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
29,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
46,cellular,jul,tue,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
29,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
26,cellular,nov,mon,5,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6
27,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
57,cellular,may,fri,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1
35,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
59,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
29,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
40,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
55,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
33,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
59,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
34,cellular,may,thu,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
30,cellular,may,tue,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1
29,cellular,jul,thu,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
34,cellular,may,mon,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
47,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
41,telephone,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1
33,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,cellular,jul,tue,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
33,cellular,may,fri,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1
59,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
29,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
55,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
48,cellular,jul,wed,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
56,cellular,jul,fri,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
50,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
42,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
32,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
26,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
38,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
30,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
36,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
33,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
47,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
50,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
32,telephone,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
34,cellular,may,tue,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
55,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
31,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
43,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
59,cellular,jul,thu,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
53,cellular,apr,thu,2,999,2,failure,-1.8,93.749,-34.6,0.64,5008.7
56,cellular,sep,fri,1,999,2,failure,-3.4,92.37899999999999,-29.8,0.762,5017.5
29,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
33,cellular,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
56,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
31,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
33,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
23,cellular,may,thu,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
26,telephone,jul,fri,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
55,cellular,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
33,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
60,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
49,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
35,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
30,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
27,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
36,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
88,cellular,mar,wed,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1
30,cellular,apr,thu,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1
43,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
48,telephone,jul,mon,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
42,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
56,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
35,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
49,telephone,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1
30,cellular,may,fri,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
39,telephone,jun,tue,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
28,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
39,cellular,may,tue,4,3,1,success,-1.8,92.89299999999999,-46.2,1.291,5099.1
37,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5
31,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
46,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
36,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
28,telephone,jun,thu,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
31,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
26,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
36,cellular,jul,mon,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
50,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
50,cellular,jul,thu,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
56,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
38,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
36,telephone,may,mon,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
45,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
55,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
71,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5
22,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
30,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
78,cellular,may,mon,2,3,2,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1
30,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
51,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.3719999999999999,5099.1
35,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
34,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
50,cellular,jul,thu,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
51,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
57,cellular,aug,wed,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2
33,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
35,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
37,cellular,jul,thu,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6
39,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
39,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
55,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
24,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
39,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
55,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
55,cellular,may,wed,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
42,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
39,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
40,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
51,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
54,cellular,apr,mon,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1
42,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
33,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
26,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
27,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1
42,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
29,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
29,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,cellular,dec,thu,1,999,0,nonexistent,-0.2,92.756,-45.9,3.3289999999999997,5176.3
51,telephone,jun,wed,17,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
34,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
50,cellular,sep,wed,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7490000000000001,5017.5
54,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
52,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
71,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
53,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
36,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
31,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
38,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
37,telephone,may,mon,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
40,cellular,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2
42,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
40,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
57,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
45,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
54,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
58,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
32,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
30,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,cellular,jul,thu,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
35,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
25,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
47,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8
26,cellular,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6
35,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
34,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
57,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
